22550,5
17207,5
36880,5
40751,5
27108,5
47141,9
45601,9
20293,9
45678,9
33268,9
30945,9
19666,9
34595,9
19648,9
19475,9
45669,9
18653,9
45667,9
26821,9
27372,9
45634,9
45513,9
19181,9
26622,9
19429,9
35448,9
20649,9
19104,9
34829,9
26741,9
40456,9
27386,9
37225,9
19082,10
20038,10
47586,10
18191,10
23625,10
18919,10
18571,10
18469,10
20306,10
31508,10
19062,10
19857,10
44989,10
39777,10
19061,10
44912,10
35042,11
30633,11
39503,11
46190,11
39545,11
21833,11
18101,11
43728,11
22939,11
17196,11
39595,11
35890,11
23321,11
20625,11
35074,11
38470,11
43158,11
32608,11
46182,11
35633,12
21890,12
35549,12
21435,12
47000,12
41819,12
21924,12
47350,12
47421,12
21731,12
41814,12
42325,13
33934,13
46583,13
21225,13
22369,13
26297,13
26257,13
47801,13
42311,13
41052,13
42051,13
34544,13
19297,13
28382,13
40699,13
46577,13
34228,13
30071,13
46587,13
17718,13
27566,13
44780,13
40695,13
22953,13
42599,13
19515,13
40741,13
42329,13
21222,13
19163,13
42646,13
28682,13
21253,13
19134,13
32305,13
40987,13
47508,13
21255,13
17814,13
45511,13
41760,13
47730,13
33210,13
47818,13
26299,13
45615,13
45081,14
39903,14
45732,14
28672,14
25160,14
39290,14
42280,14
21515,14
45624,14
36034,14
45085,14
39921,14
46639,14
43641,16
23116,16
23107,16
30481,16
19077,16
36443,16
30477,16
47987,16
23022,16
30469,16
23102,16
23119,16
20848,16
23089,16
44818,16
31068,16
22895,16
42810,16
47773,16
19150,16
23009,16
18077,16
30462,16
46864,16
23106,16
30461,16
22092,16
47419,16
23068,16
30468,16
45328,16
23094,16
39820,16
22787,16
47163,16
45501,16
23103,16
9804,16
23113,16
23603,16
23609,16
23527,16
19019,16
23574,16
23066,16
45020,16
18195,16
30472,16
47158,16
34768,17
27660,17
18638,17
46842,17
41388,17
34991,17
18633,17
34837,17
47829,17
43155,17
43729,17
30829,17
32683,17
22570,17
21685,17
17471,17
18552,17
34838,17
34816,17
21750,17
41389,17
46459,17
47828,17
24376,17
41584,17
18196,17
46881,17
19572,17
27103,17
18634,17
33603,17
21300,17
17462,17
47509,20
40934,20
21853,20
20946,22
28158,22
47370,22
21987,24
22886,24
22931,24
23271,24
22559,24
47096,24
23274,24
23093,24
33239,24
19169,24
21048,24
22941,24
25934,24
22994,24
17205,24
41662,24
41649,24
42088,24
47563,24
47322,24
41895,24
18270,24
22506,24
23027,24
47415,24
21029,24
42096,24
22083,24
47324,24
22103,24
23199,24
41877,24
17547,24
47313,24
41867,24
21199,24
47068,24
43916,24
22867,24
41736,24
22678,24
47492,24
20986,24
22022,24
22032,24
41797,24
23077,24
21027,24
41855,24
22631,24
47698,24
41823,24
39265,24
28545,24
47236,24
21252,24
21024,24
18938,24
31180,24
42040,24
20169,24
22220,24
20168,24
22882,24
22045,24
22521,24
47032,24
41904,24
47314,24
18612,24
21256,24
21003,24
30812,24
19174,24
22217,24
23138,24
47564,24
14514,24
21016,24
23101,24
35261,24
22386,24
46467,24
33714,24
22526,24
21156,24
35268,24
22504,24
47140,24
23209,24
20991,24
47624,24
47101,24
23245,24
22062,24
22477,24
21543,24
23184,24
22674,24
37720,24
47695,24
20564,24
18482,24
21509,24
22060,24
37394,24
47539,24
21339,24
16959,24
42092,24
42112,24
23218,24
41862,24
22275,24
47315,24
22813,24
47044,24
22507,24
21264,24
20950,24
35127,24
23070,24
22968,24
21150,24
35014,27
22151,27
22686,27
22659,27
45465,27
18953,27
45945,27
22443,27
22245,27
39334,27
21447,27
17906,27
21564,27
24791,27
33187,27
34005,28
31379,28
39401,28
46581,28
31036,28
22081,28
33099,28
31004,28
46579,28
21625,28
18855,28
45177,28
44136,28
23311,41
23856,41
22130,41
43547,41
18715,41
17040,41
22970,41
47191,41
44317,41
19514,41
17279,41
22459,41
19837,41
30610,41
23140,41
22742,41
42180,41
47800,41
42343,41
21266,41
40464,41
23700,41
18262,41
20557,42
42323,42
34750,43
20075,43
46195,43
44370,48
47654,48
23938,49
23669,49
22748,49
29466,49
19674,49
23036,49
35860,49
18314,49
41889,49
20478,49
22745,49
23437,49
23225,49
44481,49
17806,49
47715,49
16942,49
18635,49
23248,49
25730,49
30790,49
41897,49
23211,49
21599,49
17459,49
44498,49
25045,49
8075,53
45194,54
44582,54
33353,54
41866,55
44702,55
21956,55
41789,55
44704,55
47584,55
18197,55
21476,55
18852,55
31786,56
32275,56
31406,56
29921,56
41931,58
45003,58
28696,58
47845,58
47753,58
46923,58
30167,61
24927,61
28547,61
26729,61
41675,62
42399,62
45240,62
17925,62
18153,66
21512,66
20464,66
21807,70
21518,70
45767,70
39226,70
19125,70
44259,70
20544,70
47749,70
47762,70
35132,74
34589,75
46458,75
47354,75
46590,75
33824,75
37778,75
19214,77
44845,77
22079,77
21583,77
22066,77
23242,77
21729,77
18972,77
22196,77
46907,77
35426,77
33739,77
18960,77
38021,77
45722,77
21789,77
22161,77
42564,77
31002,77
21198,77
22219,77
43333,77
43365,77
22021,77
19007,77
29458,77
46885,77
20996,77
19215,77
23618,77
20569,77
46931,77
46774,81
46856,81
16991,81
46522,81
47138,81
20076,81
47113,81
47004,81
47005,81
46595,81
47137,81
23385,81
47130,81
46576,81
47152,81
47353,81
46967,81
20571,81
46392,81
45417,81
47881,81
23341,81
46968,81
41663,81
21287,81
41687,81
45754,81
44397,87
21318,87
22485,87
17839,87
41765,98
35280,98
44380,104
39753,104
34835,104
20124,104
16923,104
18553,105
23142,109
47149,109
46389,116
47763,116
22424,116
21906,116
44981,116
20689,116
42635,116
41861,116
42713,116
42371,116
19577,116
45702,116
46866,116
39230,116
44469,116
20475,116
46393,116
46129,116
47882,116
17663,116
16759,116
43506,116
45999,116
20480,116
46419,116
22538,116
27320,116
46217,116
21555,116
44680,116
44768,116
21430,116
44584,116
21073,116
19356,116
20595,116
33802,126
46222,126
42626,127
37865,127
25035,127
46155,147
45285,147
24148,147
44676,147
